الترتيب,الرمز,الاسم,القطاع,السعر,التغير_20يوم_%,RSI14,الدرجة,التصنيف,تجميع_ذكي,سيولة_ذكية,تشبع_بيع_وارتداد,اختراق_فني,بنية_الاتجاه,عقوبة_تصريف,أسباب_الاختيار
23,4192,السيف غاليري,تجزئة السلع الكمالية,6.16,-5.8,30.3,26.0,🔄 ارتداد من تشبع بيع,12.3,5.3,10.9,0.0,0.0,2.4,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.15) يدل على تجميع | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.5x | 🔄 ارتداد من تشبع بيع: RSI عند 30 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
24,4050,ساسكو,تجزئة السلع الكمالية,41.4,-3.8,43.4,26.0,📦 تجميع هادئ,18.6,2.1,0.3,0.0,5.0,0.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.19) يدل على تجميع | 📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 📐 السعر أعلى من المتوسط المتحرك 50 يوم
25,1303,الصناعات الكهربائية,السلع الرأسمالية,15.37,1.6,51.6,25.9,👀 متابعة,4.4,16.5,0.0,0.0,5.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.8x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | 📐 السعر أعلى من المتوسط المتحرك 50 يوم
26,2381,الحفر العربية,الطاقة,94.2,4.7,54.6,24.0,👀 متابعة,7.3,6.8,5.0,0.0,5.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم
27,1321,أنابيب الشرق,المواد الأساسية,213.0,12.1,66.3,23.7,👀 متابعة,12.8,1.4,0.0,5.0,5.0,0.5,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.09) يدل على تجميع | 📈 مؤشر OBV في صعود مستمر خلال 20 جلسة | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
28,2283,المطاحن الأولى,إنتاج الأغذية,51.0,-4.3,41.2,23.5,👀 متابعة,10.9,12.0,0.6,0.0,0.0,0.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.09) يدل على تجميع | 💧 حجم أيام الصعود أعلى من النزول بنسبة 1.9x خلال 10 جلسات
29,3002,أسمنت نجران,المواد الأساسية,5.35,-6.1,37.3,23.3,👀 متابعة,12.4,9.6,1.2,0.0,0.0,0.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.11) يدل على تجميع | 💧 حجم أيام الصعود أعلى من النزول بنسبة 1.6x خلال 10 جلسات
30,2284,المطاحن الحديثة,إنتاج الأغذية,26.8,-2.5,30.9,22.2,⚠️ تصريف/توزيع,29.9,0.0,2.3,0.0,0.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.24) يدل على تجميع | 📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.1x) - ضغط بيعي
31,4310,مدينة المعرفة,إدارة وتطوير العقارات,20.05,11.0,63.1,22.1,👀 متابعة,15.8,0.1,0.0,0.0,10.0,3.8,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.27) يدل على تجميع | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
32,4081,النايفات,الخدمات المالية,9.69,-5.2,37.8,21.6,👀 متابعة,13.9,6.5,1.2,0.0,0.0,0.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة | 💧 حجم أيام الصعود أعلى من النزول بنسبة 1.2x خلال 10 جلسات
33,7211,عزم,التطبيقات وخدمات التقنية,26.82,7.2,56.4,21.5,👀 متابعة,14.4,0.0,0.0,0.0,10.0,2.9,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.10) يدل على تجميع | 📈 مؤشر OBV في صعود مستمر خلال 20 جلسة | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
34,4292,عطاء,الخدمات الاستهلاكية,41.0,-8.4,37.3,21.3,👀 متابعة,16.4,3.7,1.2,0.0,0.0,0.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.11) يدل على تجميع | 📈 مؤشر OBV في صعود مستمر خلال 20 جلسة
35,4016,أفالون فارما,الأدوية,63.9,1.8,47.8,21.0,⚠️ تصريف/توزيع,17.1,0.0,0.0,0.0,10.0,6.1,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.44) يدل على تجميع | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
36,4019,اس ام سي للرعاية الصحية,الرعاية الصحية,16.01,-1.1,46.8,20.9,👀 متابعة,8.5,2.4,5.0,0.0,5.0,0.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.07) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم
37,1212,أسترا الصناعية,السلع الرأسمالية,129.9,-6.8,38.9,20.7,👀 متابعة,1.1,17.1,2.5,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 2.1x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.4x | 🔄 ارتداد من تشبع بيع: RSI عند 39 ويتجه للصعود
38,4014,دار المعدات,الرعاية الصحية,27.72,-2.0,51.4,20.0,👀 متابعة,0.0,20.0,0.0,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 3.3x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ2.2x
39,4145,أو جي سي,السلع الرأسمالية,24.7,-0.6,47.8,19.6,⚠️ تصريف/توزيع,13.1,0.0,5.0,0.0,10.0,8.4,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.4x) - ضغط بيعي
40,2287,إنتاج,إنتاج الأغذية,22.4,-5.0,48.8,19.3,👀 متابعة,0.0,19.3,0.0,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.7x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ2.4x
41,2140,أيان,الرعاية الصحية,9.25,-2.3,47.6,18.8,👀 متابعة,3.8,10.0,5.0,0.0,0.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
42,4070,تهامة,الإعلام والترفيه,19.04,-9.9,37.1,18.3,⚠️ تصريف/توزيع,12.0,0.0,6.3,0.0,10.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.14) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
43,4020,العقارية,إدارة وتطوير العقارات,15.11,-3.6,41.4,18.3,👀 متابعة,0.7,12.0,0.6,5.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 2.0x خلال 10 جلسات
44,1830,لجام للرياضة,الخدمات الاستهلاكية,76.4,-6.6,40.2,18.2,👀 متابعة,9.2,8.2,0.8,0.0,0.0,0.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.07) يدل على تجميع | 💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات
45,2083,مرافق,المرافق العامة,42.1,-2.6,43.8,18.1,👀 متابعة,12.5,0.0,0.2,0.0,10.0,4.5,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.13) يدل على تجميع | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
46,4320,الأندلس,إدارة وتطوير العقارات,14.0,-6.9,38.5,18.0,👀 متابعة,0.6,11.4,6.0,0.0,0.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.8x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
47,4100,مكة,إدارة وتطوير العقارات,77.1,-6.0,37.2,17.9,👀 متابعة,15.0,2.9,3.1,0.0,0.0,3.1,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.35) يدل على تجميع | 🔄 ارتداد من تشبع بيع: RSI عند 37 ويتجه للصعود | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
48,3040,أسمنت القصيم,المواد الأساسية,44.84,-0.3,44.4,17.8,👀 متابعة,4.0,4.5,5.1,0.0,5.0,0.8,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
49,2170,اللجين,المواد الأساسية,26.56,-5.3,42.0,17.7,👀 متابعة,6.4,5.9,5.5,0.0,0.0,0.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
50,6015,أمريكانا للمطاعم,الخدمات الاستهلاكية,2.42,2.1,52.3,17.5,👀 متابعة,4.6,2.9,0.0,0.0,10.0,0.0,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم
51,7200,ام آي اس,التطبيقات وخدمات التقنية,288.0,-5.3,44.0,17.1,👀 متابعة,3.8,3.2,0.2,0.0,10.0,0.0,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم
52,4144,رؤوم,السلع الرأسمالية,73.3,-1.5,41.4,16.8,👀 متابعة,14.0,3.2,0.6,0.0,0.0,1.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.08) يدل على تجميع | 📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
53,4140,صادرات,السلع الرأسمالية,2.31,0.0,55.3,16.6,⚠️ تصريف/توزيع,0.5,17.8,5.0,5.0,0.0,11.7,💧 حجم أيام الصعود أعلى من النزول بنسبة 4.5x خلال 10 جلسات | 🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.5x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ تحذير تصريف: تدفق نقدي سلبي (CMF≈-0.15) رغم ارتفاع السعر مؤخراً
54,4330,الرياض ريت,الصناديق العقارية المتداولة,4.41,-9.3,22.4,16.2,⚠️ تصريف/توزيع,11.3,0.8,14.0,0.0,0.0,10.0,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة | 🔄 ارتداد من تشبع بيع: RSI عند 22 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.3x) - ضغط بيعي
55,2290,ينساب,المواد الأساسية,31.06,-9.4,37.3,16.2,👀 متابعة,8.9,1.1,6.2,0.0,0.0,0.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.08) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
56,2130,صدق,السلع طويلة الأجل,15.31,-6.3,34.3,15.9,👀 متابعة,6.2,8.0,1.7,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.4x خلال 10 جلسات
57,7020,اتحاد اتصالات,الاتصالات,64.15,-2.0,45.7,15.7,👀 متابعة,0.5,5.2,0.0,0.0,10.0,0.0,📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم
58,1323,يو سي آي سي,المواد الأساسية,25.5,-7.7,34.2,15.5,👀 متابعة,0.0,8.7,6.7,0.0,0.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.6x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
59,2280,المراعي,إنتاج الأغذية,44.94,-6.8,29.1,15.4,👀 متابعة,5.0,3.5,7.5,0.0,0.0,0.7,⏳ تشبع بيع واضح: RSI عند 29 (بانتظار تأكيد الارتداد) | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.7x) - ضغط بيعي
60,7203,علم,التطبيقات وخدمات التقنية,599.0,-2.9,38.8,15.3,👀 متابعة,9.9,4.3,1.0,0.0,0.0,0.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.10) يدل على تجميع
61,2030,المصافي,الطاقة,53.3,3.9,49.4,15.1,👀 متابعة,5.9,3.1,0.0,0.0,10.0,3.9,📈 مؤشر OBV في صعود مستمر خلال 20 جلسة مع تماسك سعري هادئ (تجميع بصمت) | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.5x) - ضغط بيعي
62,4051,باعظيم,تجزئة السلع الكمالية,5.28,-5.0,29.1,15.1,👀 متابعة,10.8,1.8,2.5,0.0,0.0,0.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.10) يدل على تجميع | ⏳ تشبع بيع واضح: RSI عند 29 (بانتظار تأكيد الارتداد)
63,5110,السعودية للطاقة,المرافق العامة,16.05,-6.1,38.6,14.9,👀 متابعة,0.0,7.4,7.5,0.0,0.0,0.0,💧 حجم أيام الصعود أعلى من النزول بنسبة 1.3x خلال 10 جلسات | 🔄 ارتداد من تشبع بيع: RSI عند 39 ويتجه للصعود | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
64,4260,بدجت السعودية,النقل,29.82,-2.9,42.9,14.7,⚠️ تصريف/توزيع,13.9,0.0,5.8,0.0,5.0,10.0,📦 تدفق نقدي إيجابي مستمر (CMF≈+0.18) يدل على تجميع | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 السعر أعلى من المتوسط المتحرك 50 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.2x) - ضغط بيعي
65,4190,جرير,تجزئة السلع الكمالية,16.1,-6.1,41.3,14.6,👀 متابعة,0.0,8.1,6.5,0.0,0.0,0.0,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
66,6018,الأندية للرياضة,الخدمات الاستهلاكية,7.99,-6.0,45.2,14.6,👀 متابعة,0.7,0.4,5.0,0.0,10.0,1.5,🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات | 📐 ترتيب صاعد للمتوسطات: السعر > متوسط 50 > متوسط 100 يوم | ⚠️ هيمنة حجم أيام النزول على الصعود (نسبة 0.6x) - ضغط بيعي
67,4015,جمجوم فارما,الأدوية,132.7,-5.0,40.2,14.2,👀 متابعة,0.0,12.3,1.9,0.0,0.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.7x
68,4323,سمو,إدارة وتطوير العقارات,24.82,-6.3,33.0,13.4,👀 متابعة,0.0,6.4,6.9,0.0,0.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 🕯️ شمعة انعكاسية صعودية (ذيل سفلي طويل + إغلاق قوي) خلال آخر 3 جلسات
69,2081,الخريف,المرافق العامة,92.6,-8.1,29.5,13.3,👀 متابعة,0.0,7.1,6.2,0.0,0.0,0.0,🔊 تسارع نشاط التداول: متوسط 5 أيام أعلى من متوسط 20 يوماً بـ1.3x | 🔄 ارتداد من تشبع بيع: RSI عند 29 ويتجه للصعود
